district,state,bio_age_5_17_total,bio_age_17_plus_total,bio_total,bio_age5_ratio,bio_age17_ratio,bio_dependency_ratio,bio_7day_avg,bio_7day_std,bio_daily_change,bio_daily_pct_change,bio_state_total_avg,bio_district_total_avg,bio_rank_in_state,avg_quarter,pincode_count,demo_age_5_17_total,demo_age_17_plus_total,demo_total,demo_age5_ratio,demo_age17_ratio,demo_dependency_ratio,demo_7day_avg,demo_7day_std,demo_daily_change,demo_daily_pct_change,demo_rank_in_state,enrol_age_0_5_total,enrol_age_5_17_total,enrol_age_18_plus_total,enrol_total,enrol_minor_ratio,enrol_adult_ratio,enrol_7day_avg,enrol_7day_std,enrol_daily_change,enrol_daily_pct_change,enrol_rank_in_state,enrol_total_national_rank,enrol_total_state_rank,enrol_total_percentile,bio_total_national_rank,bio_total_state_rank,bio_total_percentile,demo_total_national_rank,demo_total_state_rank,demo_total_percentile,enrol_minor_ratio_national_rank,enrol_minor_ratio_state_rank,enrol_minor_ratio_percentile,enrol_adult_ratio_national_rank,enrol_adult_ratio_state_rank,enrol_adult_ratio_percentile,bio_dependency_ratio_national_rank,bio_dependency_ratio_state_rank,bio_dependency_ratio_percentile,enrol_daily_pct_change_national_rank,enrol_daily_pct_change_state_rank,enrol_daily_pct_change_percentile,bio_7day_std_national_rank,bio_7day_std_state_rank,bio_7day_std_percentile,enrol_7day_std_national_rank,enrol_7day_std_state_rank,enrol_7day_std_percentile,performance_tier,bio_enrol_ratio
Washim,Maharashtra,16899.0,39285.0,56184.0,0.2899,0.708,0.4216,1075.2088,196.8771,70.4286,8.9884,9226139.0,139459.0,29.0,2.2653,13,104.0,914.0,1018.0,0.1021,0.897,0.1137,1164.0,206.4752,-292.0,-22.2901,29.0,576.0,88.0,21.0,685.0,0.9629,0.0338,285.25,80.9637,114.5,50.2193,29.0,167,21,24.9,128,23,42.5,213,21,4.1,72,4,67.9,152,20,31.7,209,19,5.9,45,6,80.1,55,6,75.6,68,7,69.7,Bottom 25%,81.9009
Yavatmal,Maharashtra,35595.0,93352.0,128947.0,0.2707,0.7274,0.3851,993.963,193.0392,-8.7273,2.408,9226139.0,327187.0,11.0,2.25,33,271.0,2527.0,2798.0,0.0979,0.9006,0.1087,762.0,72.7891,-83.0,-9.9798,8.0,1139.0,477.0,69.0,1685.0,0.9368,0.0593,287.0,70.7107,100.0,53.2491,20.0,116,16,48.0,22,12,90.5,185,17,16.7,134,14,39.8,87,10,61.1,210,20,5.4,41,5,81.9,57,7,74.7,80,9,64.3,Below average,76.481
Champhai,Mizoram,4033.0,2146.0,6179.0,0.5603,0.4288,1.8397,744.4587,599.959,-339.7143,-36.6952,120329.0,15968.0,2.0,2.1905,6,145.0,1969.0,2114.0,0.0747,0.9221,0.0811,560.94,123.1026,-110.0,-13.5035,3.0,456.0,159.0,63.0,678.0,0.8785,0.1162,282.3333,95.5932,-65.3333,-12.6208,2.0,169,2,24.0,217,1,2.3,195,1,12.2,195,2,12.2,26,2,88.7,44,2,80.5,220,3,0.9,8,1,96.8,60,1,73.3,Bottom 25%,9.1001
Kolasib,Mizoram,2905.0,1535.0,4440.0,0.6005,0.3879,1.8826,457.1538,337.2255,-192.5909,-18.2884,120329.0,10931.0,6.0,2.2273,7,266.0,1214.0,1480.0,0.1793,0.8187,0.219,494.4444,0.9623,-1.6667,-0.3367,5.0,44.0,21.0,20.0,85.0,0.7558,0.2326,85.0,0.0,0.0,0.0,6.0,217,3,2.3,220,3,0.9,203,3,8.6,221,3,0.5,1,1,100.0,41,1,81.9,140,2,20.8,19,2,91.9,149,3,16.7,Bottom 25%,51.6279
Lawngtlai,Mizoram,3611.0,2508.0,6119.0,0.5601,0.4311,1.6055,507.8325,253.6059,-142.9,-20.5228,120329.0,13430.0,5.0,2.25,5,120.0,1674.0,1794.0,0.0677,0.9301,0.0727,448.9083,57.4789,-1.5,0.7952,4.0,639.0,164.0,71.0,874.0,0.9141,0.0808,205.4583,30.889,23.5,16.0141,1.0,159,1,28.5,218,2,1.8,199,2,10.4,166,1,25.3,56,3,75.1,52,3,76.9,112,1,49.8,39,3,82.8,121,2,45.7,Below average,6.9931
Amritsar,Punjab,27979.0,54650.0,82629.0,0.3187,0.6772,0.4813,610.7255,93.1335,-1.1986,1.5578,1739671.0,155008.0,2.0,2.2553,37,3000.0,35933.0,38933.0,0.0692,0.93,0.0746,3637.1567,334.2107,197.8,5.0467,2.0,2916.0,893.0,104.0,3913.0,0.9458,0.0512,591.3333,505.3567,417.0,559.2964,2.0,67,2,70.1,80,2,64.3,43,2,81.0,116,3,48.0,105,5,52.9,199,6,10.4,5,1,98.2,144,2,35.3,4,1,98.6,Above average,21.1111
Gurdaspur,Punjab,23699.0,42727.0,66426.0,0.323,0.6734,0.5027,524.3392,92.6237,39.5738,10.2667,1739671.0,119235.0,5.0,2.2705,33,2633.0,22531.0,25164.0,0.1121,0.8865,0.1279,992.9227,138.928,89.1739,12.744,4.0,896.0,155.0,72.0,1123.0,0.9107,0.0855,317.6667,80.1388,113.3333,35.6394,4.0,146,5,34.4,114,4,48.9,62,4,72.4,171,7,23.1,46,1,79.6,198,5,10.9,65,2,71.0,148,4,33.5,70,3,68.8,Below average,59.0979
Hoshiarpur,Punjab,18397.0,31965.0,50362.0,0.3511,0.6411,0.5715,242.7629,45.6866,8.302,8.2718,1739671.0,92764.0,7.0,2.2624,53,1113.0,13562.0,14675.0,0.0795,0.9186,0.0871,814.806,88.3536,66.4706,13.7626,7.0,975.0,208.0,94.0,1277.0,0.9236,0.0732,314.6875,33.0142,7.25,3.4747,5.0,137,4,38.5,137,5,38.5,98,6,56.1,159,6,28.5,63,2,71.9,181,4,18.6,137,6,38.5,208,7,6.3,117,5,47.5,Below average,39.4069
Ludhiana,Punjab,41699.0,59015.0,100714.0,0.4022,0.59,0.701,367.5421,58.8683,4.3452,4.5036,1739671.0,190927.0,1.0,2.2491,71,2237.0,26255.0,28492.0,0.0804,0.919,0.0876,2030.2905,119.7613,26.4286,1.6386,1.0,5824.0,2970.0,544.0,9338.0,0.9237,0.0718,306.1798,59.0886,36.0,20.06,1.0,22,1,90.5,47,1,79.2,55,3,75.6,158,5,29.0,64,3,71.5,160,3,28.1,99,4,55.7,191,6,14.0,93,4,58.4,Top 10%,10.7842
Patiala,Punjab,32725.0,33898.0,66623.0,0.4719,0.5225,0.9341,737.9743,120.1354,58.8795,8.9732,1739671.0,119311.0,4.0,2.253,21,4933.0,38165.0,43098.0,0.1214,0.8779,0.1401,1895.5027,197.33,111.381,6.7838,3.0,1222.0,362.0,41.0,1625.0,0.9709,0.0278,708.25,147.4318,208.5,34.5199,3.0,120,3,46.2,113,3,49.3,35,1,84.6,47,1,79.2,173,7,22.2,117,2,47.5,67,3,70.1,112,1,49.8,37,2,83.7,Below average,40.9736
Sahibzada Ajit Singh Nagar,Punjab,18525.0,15614.0,34139.0,0.4871,0.505,1.1348,276.7098,91.6339,33.6355,83.0518,1739671.0,60576.0,14.0,2.2991,26,1734.0,18254.0,19988.0,0.0854,0.914,0.0935,1747.1688,145.0511,68.8182,3.7404,5.0,697.0,229.0,59.0,985.0,0.9406,0.0563,296.4444,27.8014,47.6667,16.9048,7.0,152,6,31.4,179,7,19.5,75,5,66.5,127,4,43.0,95,4,57.5,77,1,65.6,109,5,51.1,150,5,32.6,125,6,43.9,Below average,34.6237
Tarn Taran,Punjab,13532.0,29382.0,42914.0,0.3064,0.688,0.4536,440.6082,92.8349,-23.3056,-2.6717,1739671.0,80702.0,9.0,2.25,28,242.0,4327.0,4569.0,0.0542,0.9449,0.0574,1074.6792,115.8777,100.75,9.2935,12.0,341.0,34.0,11.0,386.0,0.969,0.0284,386.0,0.0,0.0,0.0,9.0,196,7,11.8,161,6,27.6,168,7,24.4,54,2,76.0,170,6,23.5,201,7,9.5,140,7,20.8,145,3,34.8,149,7,16.7,Bottom 25%,110.8889
Ajmer,Rajasthan,29739.0,31483.0,61222.0,0.4693,0.5235,0.9669,262.5252,47.4242,42.6311,21.3136,3994955.0,141858.0,9.0,2.2524,52,3415.0,27583.0,30998.0,0.1134,0.8853,0.1285,1968.8767,423.9707,-169.2778,-10.7425,5.0,1680.0,437.0,54.0,2171.0,0.973,0.0256,679.1667,62.9325,89.0,13.3835,11.0,98,9,56.1,118,10,47.1,53,2,76.5,38,8,83.3,181,18,18.6,106,9,52.5,120,12,46.2,207,25,6.8,90,10,59.7,Above average,28.1869
Alwar,Rajasthan,46853.0,50753.0,97606.0,0.4387,0.5577,0.8536,471.4012,92.6977,73.9247,17.9877,3994955.0,223449.0,2.0,2.2527,47,1729.0,13019.0,14748.0,0.1176,0.8817,0.1335,2517.4571,601.1851,-292.1429,-12.3378,2.0,3901.0,1507.0,103.0,5511.0,0.9721,0.0262,814.2639,80.801,130.8333,14.4462,2.0,51,3,77.4,51,3,77.4,97,9,56.6,43,10,81.0,177,16,20.4,129,14,42.1,117,11,47.5,147,13,33.9,69,7,69.2,Top 25%,17.7079
Baran,Rajasthan,13964.0,16396.0,30360.0,0.4281,0.5684,0.7982,512.1321,123.9159,54.6786,15.3355,3994955.0,80256.0,24.0,2.25,14,1077.0,8013.0,9090.0,0.1172,0.882,0.1329,1645.9279,786.3719,-173.2857,-0.827,15.0,715.0,151.0,35.0,901.0,0.9511,0.0449,253.6667,65.9966,93.3333,59.448,25.0,156,19,29.9,184,20,17.2,131,16,41.2,105,17,52.9,120,10,46.2,145,20,34.8,39,2,82.8,108,4,51.6,87,9,61.1,Below average,33.6585
Barmer,Rajasthan,51299.0,39241.0,90540.0,0.5195,0.4771,1.2117,679.0779,163.943,171.7315,26.7911,3994955.0,196765.0,5.0,2.25,27,2229.0,13294.0,15523.0,0.1425,0.8567,0.1665,1980.676,866.9778,-499.8333,-14.3423,6.0,684.0,259.0,10.0,953.0,0.9885,0.0105,953.0,0.0,0.0,0.0,6.0,154,17,30.8,68,5,69.7,92,8,58.8,7,1,97.3,215,25,3.2,70,3,68.8,140,14,20.8,80,1,64.3,149,14,16.7,Below average,94.9057
Bharatpur,Rajasthan,33010.0,31917.0,64927.0,0.4564,0.5402,0.939,414.1514,97.8255,113.5625,26.0711,3994955.0,141155.0,10.0,2.25,32,1758.0,11665.0,13423.0,0.1295,0.8699,0.1489,2106.9524,380.2994,-278.4286,-8.5237,7.0,1459.0,795.0,31.0,2285.0,0.978,0.02,761.6667,0.0,0.0,0.0,5.0,95,8,57.5,116,9,48.0,103,11,53.8,22,6,90.5,200,20,10.0,114,12,48.9,140,14,20.8,133,8,40.3,149,14,16.7,Above average,28.402
Bhilwara,Rajasthan,23853.0,20353.0,44206.0,0.5165,0.4793,1.2097,300.0255,83.3015,56.5625,26.7519,3994955.0,120019.0,13.0,2.25,32,410.0,4354.0,4764.0,0.086,0.9136,0.0941,2382.0,0.0,0.0,0.0,10.0,907.0,449.0,42.0,1398.0,0.9521,0.0437,349.5,0.0,0.0,0.0,13.0,135,13,39.4,153,14,31.2,166,21,25.3,101,15,54.8,126,12,43.4,71,4,68.3,140,14,20.8,159,15,28.5,149,14,16.7,Below average,31.5983
Bikaner,Rajasthan,23500.0,34344.0,57844.0,0.3947,0.6015,0.6906,514.7668,96.3501,59.781,12.9813,3994955.0,130871.0,12.0,2.2571,27,2289.0,19105.0,21394.0,0.1133,0.8857,0.1293,1881.0917,298.7667,-62.25,-1.2227,13.0,2457.0,1416.0,99.0,3972.0,0.973,0.0256,729.1833,110.4941,83.2,12.0773,9.0,65,5,71.0,126,12,43.4,70,4,68.8,39,9,82.8,179,17,19.5,165,23,25.8,125,13,43.9,136,9,38.9,53,4,76.5,Above average,14.5593
Bundi,Rajasthan,13885.0,13929.0,27814.0,0.4679,0.5279,0.9423,344.2912,75.1109,72.5,21.1783,3994955.0,62857.0,30.0,2.25,17,350.0,3049.0,3399.0,0.1066,0.8921,0.1228,1369.1667,607.0482,-695.5,-40.9144,28.0,458.0,178.0,52.0,688.0,0.9107,0.0829,157.875,19.9758,28.25,25.6818,30.0,166,21,25.3,191,24,14.0,178,23,19.9,170,23,23.5,53,3,76.5,112,11,49.8,84,5,62.4,169,18,24.0,134,13,39.8,Below average,40.3687
Chittorgarh,Rajasthan,15310.0,13589.0,28899.0,0.4915,0.5002,1.0778,193.1475,83.7469,35.3359,57.5784,3994955.0,64836.0,29.0,2.2656,31,368.0,2321.0,2689.0,0.1342,0.8647,0.1556,843.4444,45.8031,79.3333,9.7103,23.0,835.0,701.0,40.0,1576.0,0.9718,0.0262,525.3333,0.0,0.0,0.0,24.0,122,11,45.2,188,23,15.4,188,25,15.4,46,11,79.6,176,15,20.8,85,6,62.0,140,14,20.8,158,14,29.0,149,14,16.7,Below average,18.3253
Churu,Rajasthan,26438.0,32637.0,59075.0,0.432,0.5648,0.827,543.3568,93.3332,58.86,14.4059,3994955.0,133224.0,11.0,2.25,25,2105.0,15521.0,17626.0,0.1198,0.8793,0.137,1510.6189,389.9693,-360.8667,-15.2891,19.0,1641.0,1438.0,75.0,3154.0,0.9752,0.0231,554.8667,69.7399,110.6,21.0201,10.0,77,7,65.6,122,11,45.2,83,7,62.9,31,7,86.4,190,19,14.5,135,17,39.4,96,8,57.0,143,12,35.7,81,8,63.8,Above average,18.7242
Dholpur,Rajasthan,19159.0,13186.0,32345.0,0.5434,0.4537,1.3736,561.4481,136.9861,60.0943,20.3276,3994955.0,74817.0,27.0,2.2642,13,2320.0,11330.0,13650.0,0.1689,0.8302,0.2047,1892.8333,897.7884,-497.0909,-13.6299,17.0,1414.0,594.0,63.0,2071.0,0.9637,0.0336,381.6,46.1034,65.2,16.2594,16.0,99,10,55.7,181,19,18.6,102,10,54.3,71,13,68.3,154,13,30.8,61,1,72.9,111,9,50.2,104,3,53.4,103,11,53.8,Above average,15.6105
Hanumangarh,Rajasthan,16949.0,26786.0,43735.0,0.3705,0.6254,0.6169,553.1882,94.561,51.5921,13.4218,3994955.0,96633.0,18.0,2.25,19,2223.0,18280.0,20503.0,0.1056,0.8935,0.1191,1615.0469,552.578,-330.1765,-11.723,18.0,456.0,284.0,11.0,751.0,0.984,0.0146,751.0,0.0,0.0,0.0,29.0,163,20,26.7,156,15,29.9,73,5,67.4,12,3,95.0,210,23,5.4,176,25,20.8,140,14,20.8,142,11,36.2,149,14,16.7,Below average,58.1582
Jaipur,Rajasthan,64829.0,101896.0,166725.0,0.3902,0.6064,0.6691,528.7088,68.6267,38.8245,9.5331,3994955.0,355884.0,1.0,2.255,78,9481.0,77961.0,87442.0,0.1074,0.8916,0.1211,1535.4802,156.7726,26.0877,2.4477,1.0,4963.0,1851.0,258.0,7072.0,0.9517,0.0453,415.9688,36.8137,52.0625,14.9083,1.0,35,1,84.6,11,1,95.5,10,1,95.9,102,16,54.3,119,9,46.6,169,24,24.0,114,10,48.9,176,21,20.8,113,12,49.3,Top 25%,23.572
Jaisalmer,Rajasthan,11223.0,9589.0,20812.0,0.5057,0.4886,1.1727,383.6619,94.6849,58.102,20.8197,3994955.0,44977.0,33.0,2.2653,13,680.0,5526.0,6206.0,0.1061,0.8932,0.1197,1560.2167,263.0289,-12.0,1.1843,33.0,46.0,74.0,14.0,134.0,0.8889,0.1037,134.0,0.0,0.0,0.0,33.0,212,24,4.5,198,25,10.9,156,19,29.9,188,24,15.4,36,2,84.2,75,5,66.5,140,14,20.8,141,10,36.7,149,14,16.7,Bottom 25%,154.163
Jhalawar,Rajasthan,13385.0,15765.0,29150.0,0.4339,0.5625,0.8087,369.747,110.0119,58.0694,21.4812,3994955.0,80112.0,25.0,2.25,18,719.0,3501.0,4220.0,0.1676,0.8312,0.2027,1775.5333,1253.9995,-1692.4,-53.6904,14.0,112.0,49.0,12.0,173.0,0.9253,0.069,173.0,0.0,0.0,0.0,21.0,209,23,5.9,187,22,15.8,172,22,22.6,156,22,29.9,68,4,69.7,141,19,36.7,140,14,20.8,121,6,45.7,149,14,16.7,Bottom 25%,167.5287
Jodhpur,Rajasthan,47722.0,53691.0,101413.0,0.4495,0.5469,0.8861,581.7838,111.2833,69.3804,15.8188,3994955.0,219033.0,3.0,2.2454,42,2283.0,22379.0,24662.0,0.096,0.9019,0.1073,1088.467,338.3874,-207.3214,-7.8918,3.0,4461.0,1787.0,195.0,6443.0,0.9526,0.0438,519.3788,95.2639,111.5455,22.2549,3.0,44,2,80.5,46,2,79.6,64,3,71.5,100,14,55.2,124,11,44.3,123,13,44.8,92,7,58.8,118,5,47.1,61,5,72.9,Top 25%,15.7376
Karauli,Rajasthan,20045.0,15238.0,35283.0,0.5387,0.4557,1.2831,319.4645,56.9691,42.0,14.673,3994955.0,80971.0,23.0,2.2525,25,446.0,2434.0,2880.0,0.1548,0.8446,0.1831,1747.5,473.9647,-369.0,-16.9421,24.0,960.0,428.0,23.0,1411.0,0.9797,0.0187,585.25,170.0592,240.5,51.7204,17.0,134,12,39.8,172,16,22.6,183,24,17.6,21,5,91.0,202,22,9.0,65,2,71.0,44,3,80.5,193,23,13.1,29,1,87.3,Below average,24.988
Kota,Rajasthan,22041.0,22250.0,44291.0,0.4914,0.5035,1.0522,338.9144,76.1053,58.7931,23.9389,3994955.0,93354.0,20.0,2.2586,30,2620.0,15871.0,18491.0,0.1399,0.8589,0.1635,1005.1742,141.3631,-127.3,-6.767,12.0,37.0,17.0,14.0,68.0,0.7826,0.2029,68.0,0.0,0.0,0.0,19.0,219,25,1.4,152,13,31.7,78,6,65.2,219,25,1.4,3,1,99.1,89,7,60.2,140,14,20.8,167,17,24.9,149,14,16.7,Bottom 25%,641.8986
Nagaur,Rajasthan,43490.0,50204.0,93694.0,0.4331,0.5629,0.8179,442.7963,69.5828,61.5319,14.96,3994955.0,205368.0,4.0,2.25,47,1326.0,10414.0,11740.0,0.1121,0.8866,0.1279,1149.8361,258.2586,-201.5833,-13.6557,8.0,1987.0,1301.0,63.0,3351.0,0.9702,0.0277,684.5833,152.8064,215.0,25.3668,4.0,73,6,67.4,61,4,72.9,111,13,50.2,50,12,77.8,174,14,21.7,138,18,38.0,85,6,62.0,175,20,21.3,35,2,84.6,Above average,27.9517
Pali,Rajasthan,32357.0,42139.0,74496.0,0.4159,0.5802,0.7949,358.0194,72.691,69.0852,22.6445,3994955.0,155910.0,8.0,2.25,44,1103.0,8497.0,9600.0,0.113,0.8862,0.1277,1618.0082,248.8837,-96.8571,-4.8735,22.0,138.0,38.0,11.0,187.0,0.9362,0.0585,187.0,0.0,0.0,0.0,15.0,207,22,6.6,95,8,57.5,128,15,42.5,136,20,38.9,89,6,60.2,146,21,34.4,140,14,20.8,172,19,22.6,149,14,16.7,Bottom 25%,396.2553
Sawai Madhopur,Rajasthan,17222.0,17720.0,34942.0,0.467,0.5268,0.957,318.2464,67.3998,36.4175,14.326,3994955.0,81422.0,22.0,2.2427,26,528.0,4626.0,5154.0,0.1206,0.8765,0.1385,1106.7778,381.9119,-297.3333,-14.0708,31.0,593.0,307.0,10.0,910.0,0.9879,0.011,910.0,0.0,0.0,0.0,22.0,155,18,30.3,174,17,21.7,163,20,26.7,8,2,96.8,214,24,3.6,108,10,51.6,140,14,20.8,180,22,19.0,149,14,16.7,Below average,38.3557
Sikar,Rajasthan,31583.0,45882.0,77465.0,0.4042,0.5911,0.7023,331.8048,49.1082,19.7857,8.0981,3994955.0,161613.0,7.0,2.25,56,1153.0,9582.0,10735.0,0.1002,0.8985,0.1118,1207.3381,100.8953,-2.5556,-4.0576,16.0,712.0,240.0,33.0,985.0,0.9458,0.0497,235.6667,131.0505,185.3333,197.1631,12.0,152,16,31.4,90,6,59.7,117,14,47.5,117,18,47.5,109,8,51.1,159,22,28.5,7,1,97.3,201,24,9.5,45,3,80.1,Below average,78.5649
Sirohi,Rajasthan,12330.0,17348.0,29678.0,0.4317,0.5623,0.8295,347.9391,77.9638,60.68,23.963,3994955.0,70150.0,28.0,2.2533,19,879.0,6319.0,7198.0,0.1262,0.8728,0.1451,1265.4048,402.5553,-268.0,-14.671,32.0,1985.0,2271.0,177.0,4433.0,0.943,0.0547,530.5476,94.9363,148.5714,49.2745,14.0,61,4,72.9,185,21,16.7,147,18,33.9,122,19,45.2,97,7,56.6,134,16,39.8,48,4,78.7,164,16,26.2,62,6,72.4,Above average,6.6933
Tonk,Rajasthan,16132.0,18298.0,34430.0,0.4438,0.5522,0.8515,502.725,107.8013,60.8438,16.5978,3994955.0,79923.0,26.0,2.25,16,1845.0,10341.0,12186.0,0.1357,0.8634,0.159,2042.0,644.6082,-301.2857,-15.337,26.0,635.0,332.0,19.0,986.0,0.9797,0.0193,986.0,0.0,0.0,0.0,27.0,151,15,32.1,178,18,19.9,107,12,52.0,20,4,91.4,201,21,9.5,132,15,40.7,140,14,20.8,124,7,44.3,149,14,16.7,Below average,34.8835
Udaipur,Rajasthan,38162.0,38142.0,76304.0,0.4719,0.5241,1.026,452.405,139.581,44.7654,16.4673,3994955.0,179778.0,6.0,2.2531,41,662.0,6927.0,7589.0,0.0888,0.9097,0.0977,1217.875,448.9482,-275.0,-10.8301,4.0,581.0,370.0,36.0,987.0,0.927,0.0687,493.5,0.0,0.0,0.0,7.0,150,14,32.6,92,7,58.8,143,17,35.7,153,21,31.2,70,5,68.8,94,8,57.9,140,14,20.8,102,2,54.3,149,14,16.7,Below average,77.2308
Chennai,Tamil Nadu,36606.0,65357.0,101963.0,0.3774,0.6165,0.6455,420.0059,66.5965,-5.0,2.08,4698118.0,233031.0,4.0,2.255,64,692.0,6962.0,7654.0,0.0876,0.9109,0.0966,718.8515,65.1937,-38.3636,-4.3778,2.0,231.0,136.0,33.0,400.0,0.9092,0.0831,133.3333,0.0,0.0,0.0,5.0,194,3,12.7,44,4,80.5,142,3,36.2,175,4,21.3,52,5,76.9,170,6,23.5,140,1,20.8,182,3,18.1,149,1,16.7,Bottom 25%,254.2718
Coimbatore,Tamil Nadu,37120.0,79123.0,116243.0,0.3315,0.6621,0.5318,281.7287,54.5888,9.447,9.3886,4698118.0,219722.0,5.0,2.2475,104,347.0,3070.0,3417.0,0.0994,0.8987,0.1104,668.2333,38.9656,8.6,-1.9404,4.0,59.0,19.0,11.0,89.0,0.8667,0.1222,89.0,0.0,0.0,0.0,10.0,216,7,2.7,27,1,88.2,177,6,20.4,201,7,9.5,21,2,91.0,192,8,13.6,140,1,20.8,197,5,11.3,149,1,16.7,Bottom 25%,1291.5889
Kanchipuram,Tamil Nadu,43431.0,60263.0,103694.0,0.4327,0.5597,0.852,278.6303,44.9743,-1.9227,1.9852,4698118.0,233928.0,3.0,2.2507,96,2318.0,17060.0,19378.0,0.1161,0.8828,0.1322,985.95,92.9635,-13.1,-1.3154,3.0,493.0,151.0,35.0,679.0,0.9281,0.0665,226.3333,0.0,0.0,0.0,1.0,168,1,24.4,39,2,82.8,77,2,65.6,149,2,33.0,75,7,66.5,131,3,41.2,140,1,20.8,209,7,5.9,149,1,16.7,Bottom 25%,152.4912
Madurai,Tamil Nadu,36238.0,60584.0,96822.0,0.3905,0.6051,0.7009,476.6557,108.7486,-21.4685,1.5395,4698118.0,213798.0,7.0,2.2523,56,1016.0,6422.0,7438.0,0.1321,0.8666,0.1531,851.2593,37.2154,-31.3333,-3.8612,6.0,156.0,24.0,23.0,203.0,0.8752,0.1148,101.5,0.0,0.0,0.0,6.0,206,5,7.2,53,5,76.5,144,4,35.3,196,6,11.8,27,3,88.2,161,5,27.6,140,1,20.8,123,2,44.8,149,1,16.7,Bottom 25%,474.6176
Sivaganga,Tamil Nadu,15159.0,24765.0,39924.0,0.3976,0.5909,0.7279,171.8665,41.5401,-6.2892,-0.1788,4698118.0,95190.0,25.0,2.245,66,29.0,354.0,383.0,0.0755,0.9219,0.0817,477.5,133.6432,-189.0,-33.042,28.0,70.0,13.0,10.0,93.0,0.883,0.1064,93.0,0.0,0.0,0.0,23.0,214,6,3.4,166,8,25.3,220,8,0.9,193,5,13.1,33,4,85.5,154,4,30.8,140,1,20.8,211,8,5.0,149,1,16.7,Bottom 25%,424.7234
Thanjavur,Tamil Nadu,24669.0,50621.0,75290.0,0.3436,0.6479,0.5722,224.9996,65.9988,-16.0319,1.1928,4698118.0,169567.0,12.0,2.2553,97,120.0,1148.0,1268.0,0.0945,0.9039,0.1043,681.9167,73.8563,-57.5,-7.6769,11.0,35.0,10.0,11.0,56.0,0.7895,0.193,56.0,0.0,0.0,0.0,12.0,221,8,0.5,94,7,57.9,207,7,6.8,218,8,1.8,4,1,98.6,180,7,19.0,140,1,20.8,184,4,17.2,149,1,16.7,Bottom 25%,1320.8772
Tiruvallur,Tamil Nadu,44149.0,59407.0,103556.0,0.4483,0.5446,0.8989,348.3874,110.5128,-12.0446,58.1631,4698118.0,240690.0,1.0,2.2516,77,2778.0,22813.0,25591.0,0.106,0.8929,0.1192,1186.0964,119.352,11.2857,-0.5616,1.0,261.0,75.0,10.0,346.0,0.9683,0.0288,346.0,0.0,0.0,0.0,2.0,197,4,11.3,40,3,82.4,60,1,73.3,57,1,74.7,168,8,24.4,122,1,45.2,140,1,20.8,120,1,46.2,149,1,16.7,Bottom 25%,298.4323
Vellore,Tamil Nadu,35203.0,43591.0,78794.0,0.439,0.5518,0.8619,211.4426,53.0261,-15.4522,-2.3392,4698118.0,191803.0,10.0,2.2464,107,426.0,3039.0,3465.0,0.1221,0.8765,0.1396,710.07,41.501,-15.8,-2.0709,7.0,367.0,102.0,41.0,510.0,0.911,0.0828,170.0,0.0,0.0,0.0,9.0,184,2,17.2,87,6,61.1,175,5,21.3,169,3,24.0,54,6,76.0,127,2,43.0,140,1,20.8,198,6,10.9,149,1,16.7,Bottom 25%,154.1957
Hyderabad,Telangana,49966.0,48701.0,98667.0,0.5008,0.4933,1.0443,389.661,47.8865,40.1126,9.7455,1737654.0,228541.0,2.0,2.2554,60,10619.0,67258.0,77877.0,0.138,0.8611,0.1611,1228.4153,180.7075,126.8246,13.1043,2.0,6877.0,2485.0,325.0,9687.0,0.9395,0.0566,400.1667,46.374,70.0909,31.8508,1.0,17,1,92.5,50,2,77.8,15,1,93.4,128,1,42.3,93,3,58.1,91,1,59.3,70,2,68.6,206,2,7.2,101,1,54.5,Top 10%,10.1845
