district,state,bio_age_5_17_total,bio_age_17_plus_total,bio_total,bio_age5_ratio,bio_age17_ratio,bio_dependency_ratio,bio_7day_avg,bio_7day_std,bio_daily_change,bio_daily_pct_change,bio_state_total_avg,bio_district_total_avg,bio_rank_in_state,avg_quarter,pincode_count,demo_age_5_17_total,demo_age_17_plus_total,demo_total,demo_age5_ratio,demo_age17_ratio,demo_dependency_ratio,demo_7day_avg,demo_7day_std,demo_daily_change,demo_daily_pct_change,demo_rank_in_state,enrol_age_0_5_total,enrol_age_5_17_total,enrol_age_18_plus_total,enrol_total,enrol_minor_ratio,enrol_adult_ratio,enrol_7day_avg,enrol_7day_std,enrol_daily_change,enrol_daily_pct_change,enrol_rank_in_state,enrol_total_national_rank,enrol_total_state_rank,enrol_total_percentile,bio_total_national_rank,bio_total_state_rank,bio_total_percentile,demo_total_national_rank,demo_total_state_rank,demo_total_percentile,enrol_minor_ratio_national_rank,enrol_minor_ratio_state_rank,enrol_minor_ratio_percentile,enrol_adult_ratio_national_rank,enrol_adult_ratio_state_rank,enrol_adult_ratio_percentile,bio_dependency_ratio_national_rank,bio_dependency_ratio_state_rank,bio_dependency_ratio_percentile,enrol_daily_pct_change_national_rank,enrol_daily_pct_change_state_rank,enrol_daily_pct_change_percentile,bio_7day_std_national_rank,bio_7day_std_state_rank,bio_7day_std_percentile,enrol_7day_std_national_rank,enrol_7day_std_state_rank,enrol_7day_std_percentile,performance_tier,bio_enrol_ratio
Medchal-Malkajgiri,Telangana,5041.0,7738.0,12779.0,0.408,0.5815,0.8533,140.0331,44.1854,3.2022,10.8268,1737654.0,35599.0,11.0,2.2584,24,2751.0,13995.0,16746.0,0.1644,0.835,0.1973,1421.8556,731.5184,321.0,192.1516,4.0,485.0,290.0,45.0,820.0,0.922,0.0732,243.0,42.8978,60.6667,52.2989,8.0,162,2,27.1,209,3,5.9,87,3,61.1,160,2,28.1,62,2,72.4,130,3,41.6,42,1,81.4,210,3,5.4,106,2,52.5,Below average,15.5652
Sangareddy,Telangana,54671.0,65784.0,120455.0,0.4592,0.5316,0.9253,244.7766,50.8499,25.2316,17.2729,1737654.0,273446.0,1.0,2.2628,116,6114.0,33874.0,39988.0,0.1536,0.8455,0.1822,1070.4843,139.2602,108.0294,12.1229,1.0,340.0,118.0,38.0,496.0,0.8687,0.1219,165.3333,0.0,0.0,0.0,2.0,185,3,16.7,25,1,89.1,39,2,82.8,200,3,10.0,23,1,90.0,118,2,47.1,140,3,20.8,200,1,10.0,149,3,16.7,Bottom 25%,242.3642
Aligarh,Uttar Pradesh,75455.0,26949.0,102404.0,0.7525,0.2445,3.4241,707.0388,143.07,49.5571,11.4821,9577735.0,199500.0,8.0,2.25,35,3021.0,29936.0,32957.0,0.0919,0.908,0.1012,9845.8611,1313.8831,1240.3333,13.3027,7.0,6901.0,6349.0,386.0,13636.0,0.9438,0.0521,461.3567,242.6971,209.15,114.7215,6.0,8,3,96.8,43,5,81.0,51,13,77.4,121,27,45.7,103,5,53.8,2,2,99.5,24,7,89.6,95,16,57.5,15,6,93.7,Top 10%,7.5093
Amroha,Uttar Pradesh,33230.0,12123.0,45353.0,0.7198,0.2775,3.0231,898.332,223.6361,30.9,13.5951,9577735.0,92849.0,49.0,2.24,13,1266.0,12054.0,13320.0,0.0955,0.9043,0.1055,3830.5833,658.5194,534.0,15.1119,42.0,763.0,375.0,21.0,1159.0,0.9802,0.0181,579.75,0.3536,-0.5,-0.0862,48.0,144,28,35.3,150,28,32.6,104,20,53.4,19,7,91.9,203,24,8.6,6,4,97.7,213,30,4.1,46,8,79.6,148,24,33.5,Below average,39.0974
Baghpat,Uttar Pradesh,16819.0,9499.0,26318.0,0.6502,0.3456,1.9579,460.6583,95.3457,1.7667,8.5304,9577735.0,58037.0,69.0,2.25,15,732.0,4722.0,5454.0,0.1342,0.8655,0.155,2727.0,0.0,0.0,0.0,66.0,490.0,675.0,45.0,1210.0,0.958,0.0392,375.1667,39.8337,56.3333,23.0874,58.0,142,27,36.2,192,30,13.6,160,27,28.1,84,23,62.4,138,8,38.0,35,17,84.6,89,18,60.2,140,26,37.1,110,22,50.7,Below average,21.7325
Balrampur,Uttar Pradesh,66290.0,33815.0,100105.0,0.6273,0.3684,1.8894,1151.8729,269.0272,-30.3438,7.3002,9577735.0,227054.0,4.0,2.25,24,4379.0,53765.0,58144.0,0.079,0.9208,0.0863,6181.1479,1135.8419,736.375,13.8913,4.0,7346.0,7397.0,300.0,15043.0,0.976,0.0225,818.7604,125.6023,179.1875,28.5532,3.0,6,1,97.7,49,7,78.3,23,4,90.0,26,10,88.7,193,20,13.1,39,18,82.8,76,17,66.1,34,4,85.1,47,16,79.2,Top 10%,6.6541
Barabanki,Uttar Pradesh,53686.0,25699.0,79385.0,0.617,0.3785,2.0241,500.6606,140.6794,9.5875,65.4017,9577735.0,169466.0,22.0,2.2625,37,676.0,8820.0,9496.0,0.0821,0.9175,0.0911,2049.625,499.9749,389.25,25.866,32.0,1212.0,764.0,62.0,2038.0,0.9597,0.0376,509.5,0.0,0.0,0.0,36.0,101,21,54.8,83,15,62.9,129,23,42.1,80,22,64.3,143,9,35.7,31,15,86.4,140,24,20.8,100,18,55.2,149,25,16.7,Above average,38.9333
Bareilly,Uttar Pradesh,84419.0,30466.0,114885.0,0.7043,0.2927,2.8864,1166.0668,193.6721,67.5979,13.1933,9577735.0,234808.0,3.0,2.2577,25,4862.0,45494.0,50356.0,0.0979,0.9017,0.1087,2870.6448,126.4076,94.4706,3.8762,2.0,7395.0,4153.0,232.0,11780.0,0.9749,0.0237,916.744,176.2349,-57.8571,0.5167,5.0,11,5,95.5,29,2,87.3,30,5,86.9,32,12,86.0,187,17,15.8,8,6,96.8,139,23,37.6,56,11,75.1,27,11,88.2,Top 10%,9.7517
Bijnor,Uttar Pradesh,75145.0,35970.0,111115.0,0.6798,0.3173,2.2933,917.0395,171.9035,80.9909,13.2385,9577735.0,217048.0,6.0,2.2545,28,5264.0,54035.0,59299.0,0.0875,0.9122,0.096,2835.8287,453.3769,407.0,17.9037,5.0,1351.0,432.0,39.0,1822.0,0.9765,0.0218,607.3333,0.0,0.0,0.0,25.0,113,23,49.3,32,3,86.0,22,3,90.5,25,9,89.1,197,22,11.3,20,10,91.4,140,24,20.8,70,15,68.8,149,25,16.7,Below average,60.9517
Budaun,Uttar Pradesh,34104.0,14613.0,48717.0,0.6371,0.3562,2.0921,522.0006,95.4678,61.1222,23.6964,9577735.0,110318.0,37.0,2.2667,24,1064.0,9998.0,11062.0,0.0962,0.9037,0.1064,6061.8333,525.3887,-455.0,-7.0641,10.0,2529.0,2504.0,89.0,5122.0,0.9806,0.018,730.8889,176.4388,222.1667,45.154,27.0,55,18,75.6,142,25,36.2,113,21,49.3,18,6,92.3,204,25,8.1,29,14,87.3,53,9,76.5,138,25,38.0,26,10,88.7,Top 25%,9.5095
Bulandshahr,Uttar Pradesh,69010.0,23285.0,92295.0,0.7155,0.279,3.0773,631.6806,103.1434,39.8571,10.7934,9577735.0,181052.0,16.0,2.2571,38,4370.0,37850.0,42220.0,0.1065,0.8932,0.1199,3844.7343,473.9832,164.4,4.3411,9.0,1382.0,1573.0,74.0,3029.0,0.969,0.0294,670.2917,135.3325,104.0,172.9991,24.0,81,19,63.8,66,9,70.6,37,8,83.7,55,18,75.6,165,13,25.8,5,3,98.2,10,3,95.9,129,23,42.1,44,15,80.5,Above average,30.4604
Etawah,Uttar Pradesh,24879.0,13326.0,38205.0,0.6344,0.3623,1.8638,582.6122,116.6024,49.4688,19.2896,9577735.0,79095.0,58.0,2.25,16,1270.0,8672.0,9942.0,0.1277,0.8719,0.1464,2439.2667,48.8945,35.0,1.4469,60.0,899.0,682.0,32.0,1613.0,0.9773,0.0213,698.25,153.0886,216.5,36.6949,57.0,121,25,45.7,169,29,24.0,125,22,43.9,24,8,89.6,198,23,10.9,42,20,81.4,64,11,71.5,114,21,48.9,34,12,85.1,Below average,23.671
Fatehpur,Uttar Pradesh,52850.0,30487.0,83337.0,0.6049,0.3907,1.7303,609.6808,104.1695,54.6767,25.1808,9577735.0,174669.0,18.0,2.2556,34,1026.0,7872.0,8898.0,0.1153,0.8845,0.1303,4536.5,134.868,-105.0,-2.2537,22.0,3653.0,3207.0,143.0,7003.0,0.9727,0.0253,620.65,93.3057,136.3,19.668,18.0,36,14,84.2,78,13,65.2,132,24,40.7,42,16,81.4,183,16,17.6,49,22,78.3,100,20,55.2,126,22,43.4,63,19,71.9,Top 25%,11.8985
Firozabad,Uttar Pradesh,43597.0,14931.0,58528.0,0.6366,0.3544,2.4478,676.7386,189.6854,31.0233,23.3362,9577735.0,113767.0,35.0,2.2674,23,3323.0,35361.0,38684.0,0.084,0.9159,0.0918,10990.9722,2177.2379,1615.0,17.743,25.0,3508.0,1849.0,31.0,5388.0,0.9889,0.0101,991.8333,1002.5745,1090.3333,703.0932,31.0,52,17,76.9,123,21,44.8,44,11,80.5,6,1,97.7,216,30,2.7,15,8,93.7,3,1,99.1,59,12,73.8,1,1,100.0,Top 25%,10.8606
Gautam Buddha Nagar,Uttar Pradesh,24137.0,22076.0,46213.0,0.5553,0.4375,1.4862,529.192,77.3662,19.0805,6.2694,9577735.0,89441.0,53.0,2.2529,22,6878.0,60671.0,67549.0,0.1042,0.8953,0.1164,2714.4951,241.9001,189.8696,9.2081,21.0,4256.0,4751.0,402.0,9409.0,0.957,0.0413,536.9419,209.6141,169.75,38.3202,21.0,20,8,91.4,148,27,33.5,18,2,92.3,86,24,61.5,133,7,40.3,58,26,74.2,59,10,73.8,166,29,25.3,21,9,91.0,Top 10%,4.9111
Ghaziabad,Uttar Pradesh,53415.0,48484.0,101899.0,0.5404,0.456,1.4783,861.6688,128.5911,71.9732,11.1296,9577735.0,192022.0,9.0,2.25,28,7710.0,72061.0,79771.0,0.0972,0.9024,0.1079,3235.2087,205.2579,128.0833,4.6,3.0,3803.0,3921.0,138.0,7862.0,0.9705,0.0273,550.6481,335.9305,367.4444,158.7087,14.0,30,12,86.9,45,6,80.1,13,1,94.6,48,17,78.7,175,14,21.3,59,27,73.8,13,4,94.6,106,19,52.5,10,4,95.9,Top 25%,12.9593
Hardoi,Uttar Pradesh,69153.0,25602.0,94755.0,0.7245,0.2741,2.772,1103.9699,205.8571,-0.3587,8.4029,9577735.0,205097.0,7.0,2.25,23,360.0,2961.0,3321.0,0.1084,0.8913,0.1215,3687.0,517.6022,-732.0,-18.0607,24.0,5212.0,5698.0,119.0,11029.0,0.9835,0.0152,1076.6667,210.4036,297.5556,30.73,8.0,13,6,94.6,57,8,74.7,179,29,19.5,14,4,94.1,208,27,6.3,10,7,95.9,72,13,67.9,53,9,76.5,20,8,91.4,Top 10%,8.5907
Jhansi,Uttar Pradesh,30662.0,20641.0,51303.0,0.5841,0.4112,1.5069,557.6596,92.5123,49.4444,14.8577,9577735.0,112005.0,36.0,2.2556,23,159.0,1420.0,1579.0,0.1006,0.8987,0.1119,1608.0,41.0122,-58.0,-3.5431,55.0,78.0,76.0,13.0,167.0,0.9167,0.0774,167.0,0.0,0.0,0.0,56.0,211,30,5.0,136,23,38.9,202,30,9.0,165,30,25.8,59,1,73.8,56,25,75.1,140,24,20.8,149,27,33.0,149,25,16.7,Bottom 25%,305.375
Kanpur Nagar,Uttar Pradesh,41974.0,45989.0,87963.0,0.488,0.5069,1.1093,492.3919,82.6918,47.8512,14.2199,9577735.0,181438.0,14.0,2.25,43,1690.0,21400.0,23090.0,0.0734,0.9264,0.0793,4148.7833,745.2996,450.8,11.7645,11.0,3876.0,4760.0,403.0,9039.0,0.9297,0.0659,292.8007,93.0494,80.6957,51.8838,9.0,23,10,90.0,72,10,67.9,69,15,69.2,147,29,33.9,77,2,65.6,78,30,65.2,43,8,81.0,160,28,28.1,64,20,71.5,Top 10%,9.7304
Kaushambi,Uttar Pradesh,40365.0,9835.0,50200.0,0.7579,0.2384,3.9125,883.3408,228.5354,57.7679,16.4349,9577735.0,97595.0,47.0,2.25,14,1102.0,6566.0,7668.0,0.1437,0.8561,0.1678,3201.0833,626.425,542.5,19.7344,49.0,716.0,618.0,46.0,1380.0,0.9384,0.0568,345.0,0.0,0.0,0.0,54.0,136,26,38.9,138,24,38.0,141,25,36.7,132,28,40.7,92,3,58.8,1,1,100.0,140,24,20.8,44,7,80.5,149,25,16.7,Below average,36.3505
Kushinagar,Uttar Pradesh,37441.0,31555.0,68996.0,0.5184,0.4783,1.143,853.3561,205.67,104.5974,36.5664,9577735.0,147905.0,26.0,2.2597,19,2168.0,14136.0,16304.0,0.133,0.8669,0.1533,7727.0,655.0731,510.0,7.1509,14.0,949.0,1006.0,24.0,1979.0,0.9818,0.0167,989.5,0.0,0.0,0.0,32.0,104,22,53.4,109,18,51.1,90,18,59.7,17,5,92.8,205,26,7.7,76,29,66.1,140,24,20.8,54,10,76.0,149,25,16.7,Above average,34.8465
Lucknow,Uttar Pradesh,60571.0,47978.0,108549.0,0.5445,0.4499,1.3497,536.2516,96.6373,50.7979,17.4139,9577735.0,217390.0,5.0,2.2487,50,3332.0,36293.0,39625.0,0.0874,0.9122,0.0959,2516.4595,393.1128,241.1429,10.2511,6.0,3264.0,3258.0,280.0,6802.0,0.9441,0.0524,312.8194,72.9528,70.7778,30.0859,7.0,39,15,82.8,35,4,84.6,40,9,82.4,120,26,46.2,102,4,54.3,64,28,71.5,74,15,67.0,134,24,39.8,78,21,65.2,Top 25%,15.956
Mathura,Uttar Pradesh,38566.0,19813.0,58379.0,0.6561,0.3397,2.1448,527.1929,74.156,35.0093,13.6512,9577735.0,119417.0,34.0,2.2593,28,636.0,5694.0,6330.0,0.096,0.9035,0.1069,2097.9444,188.9873,40.3333,1.4094,33.0,600.0,1041.0,42.0,1683.0,0.9598,0.0366,401.0,27.9307,39.5,29.0441,34.0,117,24,47.5,124,22,44.3,155,26,30.3,78,21,65.2,147,11,33.9,28,13,87.8,75,16,66.5,171,30,23.1,124,23,44.3,Below average,34.6669
Meerut,Uttar Pradesh,49031.0,31049.0,80080.0,0.6364,0.3609,1.8832,992.7744,176.7583,-37.5341,-1.1451,9577735.0,173652.0,19.0,2.25,22,2148.0,21311.0,23459.0,0.0923,0.9075,0.1016,4518.7167,359.8827,81.6,0.3014,15.0,5405.0,3795.0,141.0,9341.0,0.9747,0.0237,924.8889,141.1408,147.4444,12.9281,12.0,21,9,91.0,82,14,63.3,67,14,70.1,34,13,85.1,188,18,15.4,40,19,82.4,122,22,45.2,67,14,70.1,41,13,81.9,Top 10%,8.572
Moradabad,Uttar Pradesh,44616.0,27699.0,72315.0,0.62,0.3751,1.9758,1216.9862,262.0296,-1.7188,4.7056,9577735.0,160474.0,23.0,2.25,16,4358.0,45414.0,49772.0,0.0879,0.912,0.0966,11476.5917,792.9934,1171.5,10.3495,16.0,6981.0,3329.0,156.0,10466.0,0.9602,0.0372,1831.5667,336.9169,384.2,22.6801,15.0,16,7,93.2,104,17,53.4,31,6,86.4,77,20,65.6,144,10,35.3,34,16,85.1,91,19,59.3,38,6,83.3,9,3,96.4,Top 10%,6.9089
Muzaffarnagar,Uttar Pradesh,60154.0,27429.0,87583.0,0.6735,0.3238,2.2876,886.7205,181.2313,101.2812,35.8507,9577735.0,169851.0,21.0,2.25,24,1793.0,16134.0,17927.0,0.1016,0.8982,0.1136,3337.8967,191.8146,287.2,8.555,27.0,1705.0,912.0,59.0,2676.0,0.9746,0.0236,588.25,114.1977,161.5,30.6707,33.0,88,20,60.6,73,11,67.4,82,17,63.3,35,14,84.6,189,19,14.9,21,11,91.0,73,14,67.4,64,13,71.5,50,17,77.8,Above average,32.7168
Pilibhit,Uttar Pradesh,46666.0,18884.0,65550.0,0.6854,0.3123,2.4011,1915.5301,293.9552,21.3611,8.5568,9577735.0,135630.0,30.0,2.25,9,3406.0,36022.0,39428.0,0.0866,0.9133,0.0948,6045.7,730.0946,371.1667,7.4254,26.0,4613.0,2636.0,102.0,7351.0,0.9847,0.0143,979.119,100.9081,112.4286,13.1718,29.0,32,13,86.0,115,20,48.4,42,10,81.4,11,3,95.5,211,28,5.0,18,9,92.3,121,21,45.7,29,2,87.3,56,18,75.1,Top 25%,8.9159
Prayagraj,Uttar Pradesh,188476.0,86506.0,274982.0,0.6305,0.3632,2.1638,622.6139,358.6781,72.9505,315.4184,9577735.0,514181.0,1.0,2.255,70,1849.0,13009.0,14858.0,0.1318,0.8676,0.152,2597.5278,248.3628,-42.8333,-4.7658,1.0,7054.0,6103.0,368.0,13525.0,0.9527,0.0445,386.0684,226.3671,199.5909,179.2849,1.0,9,4,96.4,3,1,99.1,96,19,57.0,99,25,55.7,122,6,45.2,26,12,88.7,8,2,96.8,16,1,93.2,18,7,92.3,Top 10%,20.3299
Saharanpur,Uttar Pradesh,50364.0,35454.0,85818.0,0.593,0.4019,1.5534,1012.0798,142.7165,36.1395,9.3681,9577735.0,190716.0,10.0,2.2558,22,4127.0,42368.0,46495.0,0.0864,0.9134,0.0948,6127.8214,459.1249,570.4286,9.3369,13.0,4482.0,1970.0,57.0,6509.0,0.9873,0.0118,1022.25,697.572,666.75,153.9984,19.0,42,16,81.4,77,12,65.6,33,7,85.5,10,2,95.9,212,29,4.5,54,23,76.0,14,5,94.1,96,17,57.0,3,2,99.1,Top 25%,13.1825
Shahjahanpur,Uttar Pradesh,50142.0,17889.0,68031.0,0.7354,0.262,3.0183,1102.857,268.441,-1.1493,14.7442,9577735.0,154488.0,24.0,2.2537,17,2240.0,30903.0,33143.0,0.0657,0.9342,0.0709,10583.8889,401.6433,695.6667,6.7201,23.0,7451.0,6522.0,290.0,14263.0,0.9732,0.0254,811.4056,136.8949,201.7333,32.2144,11.0,7,2,97.3,111,19,50.2,50,12,77.8,37,15,83.7,182,15,18.1,7,5,97.3,69,12,69.2,36,5,84.2,43,14,81.0,Top 10%,4.7694
Shamli,Uttar Pradesh,30324.0,16755.0,47079.0,0.6194,0.3781,1.7909,1234.6233,277.7661,4.725,6.3273,9577735.0,103134.0,43.0,2.25,10,2076.0,16254.0,18330.0,0.1132,0.8865,0.1276,2846.4444,195.1358,101.6667,3.6595,52.0,374.0,151.0,12.0,537.0,0.9758,0.0223,537.0,0.0,0.0,0.0,49.0,180,29,19.0,143,26,35.7,80,16,64.3,28,11,87.8,194,21,12.7,47,21,79.2,140,24,20.8,33,3,85.5,149,25,16.7,Bottom 25%,87.5074
Unnao,Uttar Pradesh,45836.0,27035.0,72871.0,0.5723,0.4218,1.5222,766.2619,117.8247,31.8947,13.6599,9577735.0,146390.0,27.0,2.2737,26,365.0,3185.0,3550.0,0.1028,0.8969,0.1146,3561.3333,9.815,-17.0,-0.4766,31.0,3707.0,4052.0,173.0,7932.0,0.9666,0.0317,623.1852,323.4864,266.2222,141.3469,20.0,29,11,87.3,101,16,54.8,174,28,21.7,61,19,72.9,161,12,27.6,55,24,75.6,17,6,92.8,113,20,49.3,11,5,95.5,Top 25%,9.1858
Dehradun,Uttarakhand,20659.0,31358.0,52017.0,0.3936,0.5988,0.6834,363.8274,80.6244,56.5,24.1781,764765.0,129280.0,3.0,2.2576,34,2074.0,22197.0,24271.0,0.0914,0.9076,0.101,1552.4256,123.5922,99.2667,2.399,2.0,2445.0,676.0,102.0,3223.0,0.9365,0.0617,509.5333,360.8634,363.75,169.3534,1.0,76,1,66.1,135,1,39.4,66,1,70.6,135,2,39.4,85,2,62.0,166,3,25.3,12,3,95.0,163,2,26.7,8,3,96.8,Above average,16.1343
Haridwar,Uttarakhand,21428.0,22005.0,43433.0,0.4828,0.5137,0.9533,503.2088,96.591,82.75,21.531,764765.0,135531.0,2.0,2.25,19,649.0,5460.0,6109.0,0.1098,0.8896,0.1234,2001.8333,48.2952,67.6667,2.0803,3.0,565.0,156.0,11.0,732.0,0.9836,0.015,396.0,475.1758,672.0,1120.0,2.0,164,2,26.2,158,2,29.0,157,3,29.4,13,1,94.6,209,3,5.9,109,1,51.1,1,1,100.0,135,1,39.4,5,1,98.2,Below average,59.2538
Nainital,Uttarakhand,11258.0,13817.0,25075.0,0.4271,0.5639,0.7789,345.4692,61.4337,15.6338,10.1769,764765.0,69361.0,4.0,2.2535,19,2796.0,17594.0,20390.0,0.1382,0.8615,0.1608,3871.6833,162.8188,149.2,3.8729,4.0,488.0,66.0,48.0,602.0,0.9187,0.0796,338.5,372.6453,527.0,702.6667,4.0,177,3,20.4,194,3,12.7,74,2,67.0,162,3,27.1,57,1,74.7,149,2,33.0,4,2,98.6,187,3,15.8,6,2,97.7,Bottom 25%,41.5837
Birbhum,West Bengal,23310.0,26678.0,49988.0,0.4563,0.5378,0.8638,269.2137,60.7567,24.0833,15.064,2524605.0,110194.0,10.0,2.256,44,1393.0,12354.0,13747.0,0.1027,0.8962,0.1158,935.644,141.4042,63.7857,10.0658,13.0,918.0,285.0,65.0,1268.0,0.9372,0.0593,322.7083,17.3061,-5.0,-0.9404,12.0,138,4,38.0,139,5,37.6,101,4,54.8,133,8,40.3,86,3,61.5,125,2,43.9,214,9,3.6,188,6,15.4,136,4,38.9,Below average,39.3916
Cooch Behar,West Bengal,11674.0,17796.0,29470.0,0.3715,0.6168,0.6451,138.8533,56.0251,7.3632,40.0955,2524605.0,58365.0,17.0,2.2736,37,597.0,5128.0,5725.0,0.1063,0.8931,0.119,1607.5556,376.4117,399.6667,41.9473,8.0,3409.0,2837.0,273.0,6519.0,0.9395,0.0569,325.9167,112.083,143.2,95.9923,7.0,41,3,81.9,186,8,16.3,159,6,28.5,130,7,41.6,91,4,59.3,171,8,23.1,28,1,87.8,196,8,11.8,51,2,77.4,Top 25%,4.5199
Hooghly,West Bengal,40197.0,46008.0,86205.0,0.4391,0.5534,0.8557,207.3543,38.5529,30.6961,14.6928,2524605.0,161308.0,6.0,2.2541,94,258.0,2694.0,2952.0,0.0817,0.9168,0.0892,647.875,89.2006,77.25,11.0043,11.0,177.0,111.0,12.0,300.0,0.9568,0.0399,300.0,0.0,0.0,0.0,11.0,200,9,10.0,76,3,66.1,182,8,18.1,89,2,60.2,135,9,39.4,128,3,42.5,140,4,20.8,213,9,4.1,149,6,16.7,Bottom 25%,286.3953
Malda,West Bengal,19031.0,30843.0,49874.0,0.3495,0.6427,0.5668,257.7622,109.0952,30.3966,69.0801,2524605.0,109535.0,11.0,2.2816,32,4036.0,34416.0,38452.0,0.1029,0.8966,0.1148,2171.7667,229.3859,34.1111,1.2607,6.0,421.0,207.0,20.0,648.0,0.9644,0.0324,360.0,50.9117,-72.0,-18.1818,9.0,170,6,23.5,140,6,37.1,45,3,80.1,65,1,71.0,159,10,28.5,183,9,17.6,221,10,0.5,122,1,45.2,96,3,57.0,Bottom 25%,76.8475
North 24 Parganas,West Bengal,52471.0,67879.0,120350.0,0.3883,0.6028,0.7231,184.7116,59.9181,17.9131,47.7238,2524605.0,238563.0,2.0,2.2555,136,246.0,2493.0,2739.0,0.0895,0.9094,0.0983,921.6667,7.5056,-13.0,-1.215,3.0,3797.0,2720.0,588.0,7105.0,0.8704,0.1214,183.6712,17.1422,16.7838,14.2342,3.0,34,2,85.1,26,2,88.7,187,9,15.8,199,9,10.4,24,2,89.6,155,6,30.3,118,3,47.1,189,7,14.9,138,5,38.0,Top 25%,16.9364
North Dinajpur,West Bengal,16752.0,27050.0,43802.0,0.3952,0.5963,0.6929,415.709,90.596,64.1354,68.9613,2524605.0,92951.0,14.0,2.2708,24,6944.0,81916.0,88860.0,0.08,0.9195,0.0873,2539.9719,503.497,525.8966,25.8289,4.0,9817.0,6653.0,520.0,16990.0,0.9464,0.0518,808.3658,154.8464,135.0,48.8924,1.0,4,1,98.6,155,7,30.3,9,1,96.4,114,5,48.9,104,5,53.4,164,7,26.2,50,2,77.8,152,4,31.7,33,1,85.5,Top 10%,2.578
Paschim Medinipur,West Bengal,34578.0,41912.0,76490.0,0.4277,0.563,0.8145,176.1019,63.003,23.4274,53.0662,2524605.0,167807.0,5.0,2.2665,79,467.0,4206.0,4673.0,0.1,0.899,0.1117,919.9167,322.2654,350.25,62.0049,5.0,325.0,300.0,20.0,645.0,0.9448,0.0502,322.5,0.0,0.0,0.0,5.0,172,7,22.6,91,4,59.3,167,7,24.9,118,6,47.1,108,6,51.6,140,4,37.1,140,4,20.8,186,5,16.3,149,6,16.7,Bottom 25%,118.4056
Purba Bardhaman,West Bengal,2297.0,4453.0,6750.0,0.3466,0.6333,0.5618,56.9219,8.291,0.9145,4.1883,2524605.0,12845.0,20.0,2.3162,41,179.0,1286.0,1465.0,0.1201,0.8778,0.1368,462.1111,38.9555,40.6667,9.0337,20.0,28.0,18.0,12.0,58.0,0.7797,0.2034,58.0,0.0,0.0,0.0,21.0,220,10,0.9,216,10,2.7,205,10,7.7,220,10,0.9,2,1,99.5,185,10,16.7,140,4,20.8,221,10,0.5,149,6,16.7,Bottom 25%,114.4068
South 24 Parganas,West Bengal,61163.0,68687.0,129850.0,0.4144,0.5774,0.8027,274.8843,103.8221,26.5857,52.5855,2524605.0,258018.0,1.0,2.2524,85,7256.0,68809.0,76065.0,0.0985,0.9009,0.1104,1954.0796,229.6924,86.9737,6.0103,1.0,364.0,104.0,22.0,490.0,0.9532,0.0448,490.0,0.0,0.0,0.0,2.0,186,8,16.3,21,1,91.0,17,2,92.8,97,4,56.6,121,7,45.7,143,5,35.7,140,4,20.8,127,2,43.0,149,6,16.7,Bottom 25%,264.4603
South Dinajpur,West Bengal,12704.0,11168.0,23872.0,0.4803,0.509,1.0621,218.3227,95.3553,44.3871,112.5882,2524605.0,46784.0,18.0,2.2796,21,681.0,7541.0,8222.0,0.0838,0.9154,0.0916,1213.9278,186.7918,275.0,29.5218,18.0,886.0,298.0,48.0,1232.0,0.954,0.0432,410.6667,0.0,0.0,0.0,19.0,141,5,36.7,197,9,11.3,138,5,38.0,93,3,58.4,127,8,43.0,88,1,60.6,140,4,20.8,139,3,37.6,149,6,16.7,Below average,19.3609
